policy_id,insured_name,naics_code,naics_description,state,territory,employees,payroll,revenue,years_in_business,prior_claims,coverage_limit,deductible,latent_risk_factor,industry_risk_factor
POL002100,Insured HRRXENCV,541330,Engineering Services,PA,Northeast,6,503478.33,973854.81,5,0,2e+06,10000,0.7036,0.85
POL002101,Insured LQODWVIK,621111,Physician Offices,PA,Northeast,27,3135045.9,6629427.52,14,0,1e+06,10000,1.1565,0.95
POL002102,Insured KZOZPYFM,621111,Physician Offices,GA,South,47,5874982,23410746.56,13,1,1e+06,10000,0.9705,0.95
POL002103,Insured XABJTQDW,812112,Beauty Salons,WA,West,7,850808.02,3346538.4,14,1,1e+06,1000,0.68,1.1
POL002104,Insured XRMVZLWP,452319,Retail,FL,South,119,8067589.07,17201201.93,13,0,5e+06,10000,0.803,1.05
POL002105,Insured BHUFJEGD,621111,Physician Offices,GA,South,78,5695248.79,25500577.61,27,1,5e+06,1000,1.4681,0.95
POL002106,Insured RUOFABKG,722511,Restaurants,PA,Northeast,77,8809575.37,19584971.63,6,0,1e+06,5000,1.184,1.15
POL002107,Insured LGJFOXGH,621111,Physician Offices,FL,South,55,2803359.98,9260668.61,16,1,1e+06,5000,0.8926,0.95
POL002108,Insured ZTMOKYGB,236220,Construction,PA,Northeast,62,6582345.56,14107798.85,11,0,5e+06,1000,0.7067,1.35
POL002109,Insured UIYQJKDO,611110,Schools,WA,West,6,600140.27,1826764.47,14,0,2e+06,5000,1.9549,0.9
POL002110,Insured ZGBCNGHZ,452319,Retail,NC,South,57,5500699.72,8654317.69,12,4,2e+06,1000,1.0253,1.05
POL002111,Insured XCQDQVNA,621111,Physician Offices,WA,West,19,1022791.6,2348445.62,18,1,1e+06,2500,0.8941,0.95
POL002112,Insured BZZUBUFS,722511,Restaurants,NY,Northeast,150,16226801.73,30929466.05,15,0,1e+06,2500,1.0615,1.15
POL002113,Insured DLLOTQBD,621111,Physician Offices,WA,West,14,1055753.39,3962574.22,8,0,1e+06,2500,0.4295,0.95
POL002114,Insured DSTXVHVU,541330,Engineering Services,WA,West,58,3005392.77,5441507.85,5,2,2e+06,5000,0.7482,0.85
POL002115,Insured HLXCOPVV,452319,Retail,TX,South,19,1122665.21,4571050.28,27,3,1e+06,10000,0.9381,1.05
POL002116,Insured OGHKYIUK,611110,Schools,TX,South,11,1080866.23,2950318.62,13,0,1e+06,5000,0.9068,0.9
POL002117,Insured GTRVYDPC,236220,Construction,PA,Northeast,48,3847336.84,9194784.33,30,0,1e+06,5000,0.7906,1.35
POL002118,Insured YFWMOWWM,611110,Schools,IL,Midwest,21,822414.48,2827917.7,8,0,2e+06,1000,0.9349,0.9
POL002119,Insured FVYATRXD,236220,Construction,AZ,West,25,2142311.41,8616689.77,11,0,2e+06,2500,1.1379,1.35
POL002120,Insured OAEVJKHF,611110,Schools,CA,West,13,913852.16,3188142.5,20,1,1e+06,1000,0.7298,0.9
POL002121,Insured AQXMASDM,611110,Schools,TX,South,82,8473626.89,22783742.56,24,0,1e+06,5000,0.7061,0.9
POL002122,Insured JVMPXHCX,722511,Restaurants,PA,Northeast,57,3698267.02,12842871.94,11,1,2e+06,5000,0.7165,1.15
POL002123,Insured OAFVUMJF,452319,Retail,AZ,West,37,3502839.95,8109234.93,8,2,1e+06,2500,0.9053,1.05
POL002124,Insured MTONJRUI,452319,Retail,IL,Midwest,22,842087.79,2958429.6,14,2,2e+06,2500,1.2814,1.05
POL002125,Insured GAVIKLXP,621111,Physician Offices,AZ,West,41,2295365.28,8452123.03,6,1,2e+06,5000,1.4769,0.95
POL002126,Insured YMPYMFJD,452319,Retail,TX,South,29,1408356.99,5038063,10,2,1e+06,2500,1.4763,1.05
POL002127,Insured CCXPADZJ,722511,Restaurants,NY,Northeast,72,4124227.23,13865754.92,37,0,5e+06,5000,1.4222,1.15
POL002128,Insured FYYWQGWA,452319,Retail,TX,South,60,6413919.64,18845872.3,16,2,1e+06,5000,0.8235,1.05
POL002129,Insured GXXKLHSO,722511,Restaurants,CA,West,22,2164096.82,5866308.03,15,2,1e+06,1000,0.9945,1.15
POL002130,Insured DYJOSZMR,722511,Restaurants,WA,West,46,3253418.6,9793804.17,15,2,2e+06,10000,0.6248,1.15
POL002131,Insured POYWYBSG,621111,Physician Offices,NY,Northeast,12,610074.24,1967553.77,22,1,1e+06,10000,0.8869,0.95
POL002132,Insured GSAOFUZC,541330,Engineering Services,FL,South,18,1766407.97,5394750.16,4,1,5e+06,5000,0.6797,0.85
POL002133,Insured HVXJLREY,621111,Physician Offices,GA,South,39,2383666.3,6922634.92,27,1,1e+06,5000,1.5016,0.95
POL002134,Insured GTRBWPUJ,541330,Engineering Services,IL,Midwest,44,5283075.34,20582640.5,7,1,2e+06,2500,0.8699,0.85
POL002135,Insured OPLCNLSK,812112,Beauty Salons,AZ,West,87,5946839.69,16753047.09,5,1,1e+06,1000,0.9435,1.1
POL002136,Insured LNCPFAWE,611110,Schools,CA,West,132,14909098.62,52279437.71,16,1,1e+06,5000,0.7917,0.9
POL002137,Insured SFZYNDAR,236220,Construction,FL,South,19,1217620.94,3592471.31,33,1,1e+06,5000,0.9873,1.35
POL002138,Insured HZYADODP,236220,Construction,WA,West,19,1784996.28,2813812.78,10,0,1e+06,1000,1.666,1.35
POL002139,Insured ZTDQWEIM,452319,Retail,NY,Northeast,14,1351097.51,4879529.63,3,2,1e+06,1000,0.7495,1.05
POL002140,Insured IXMCEQEX,812112,Beauty Salons,CA,West,8,705855.98,1360307.66,19,1,1e+06,2500,0.8391,1.1
POL002141,Insured GZAIUHRA,452319,Retail,PA,Northeast,54,3008320.33,11339986.17,11,2,2e+06,2500,1.0262,1.05
POL002142,Insured MTOOYVSX,541330,Engineering Services,TX,South,16,1784575.05,5499696.39,5,2,1e+06,5000,0.975,0.85
POL002143,Insured FAEESJFK,812112,Beauty Salons,NY,Northeast,33,3300106.49,5181622.65,27,3,2e+06,25000,0.7478,1.1
POL002144,Insured GDKYQJIZ,541330,Engineering Services,IL,Midwest,45,5328023.72,21205933.87,17,0,1e+06,5000,0.7121,0.85
POL002145,Insured WYXGVDYS,812112,Beauty Salons,NY,Northeast,81,4404964.52,17722932.21,14,0,2e+06,2500,1.3266,1.1
POL002146,Insured JKOOJEOT,541330,Engineering Services,FL,South,69,6337324.55,11210164.28,5,0,1e+06,1000,1.544,0.85
POL002147,Insured XXCZBWHQ,812112,Beauty Salons,AZ,West,58,3824993.09,7597593.27,18,1,1e+06,1000,1.4426,1.1
POL002148,Insured ZRSNTTQF,611110,Schools,WA,West,55,3525945.93,14812730.46,8,1,2e+06,2500,0.7647,0.9
POL002149,Insured PPRCDQNL,452319,Retail,CA,West,18,1634097.95,5961947.94,7,1,5e+06,1000,0.8855,1.05
POL002150,Insured IRMFSZWC,541330,Engineering Services,GA,South,22,2399561.13,4041546.3,6,3,1e+06,2500,0.5094,0.85
POL002151,Insured OYBWAUOM,236220,Construction,GA,South,63,7226777.36,26549119.06,14,0,5e+06,1000,0.7179,1.35
POL002152,Insured SMPLXTUV,812112,Beauty Salons,AZ,West,18,1376678.31,3424010.23,20,0,5e+06,2500,0.9095,1.1
POL002153,Insured LGCXHKUW,452319,Retail,CA,West,52,3927969,11671990.44,4,2,1e+06,5000,1.448,1.05
POL002154,Insured THMFNRWB,611110,Schools,IL,Midwest,38,4305395.84,17240900.91,6,1,1e+06,10000,0.6946,0.9
POL002155,Insured YSJIALMA,541330,Engineering Services,GA,South,25,2764077.2,6944485.94,10,1,1e+06,2500,0.8865,0.85
POL002156,Insured YIROKQWJ,452319,Retail,PA,Northeast,24,1370241.49,6053913.51,21,1,2e+06,5000,0.8653,1.05
POL002157,Insured IMGMUJOM,236220,Construction,NC,South,20,1480344.97,3098966.63,2,1,1e+06,2500,1.056,1.35
POL002158,Insured VYFVORMA,452319,Retail,IL,Midwest,47,2531052.08,4298430.78,7,0,1e+06,5000,0.6688,1.05
POL002159,Insured QFCUNAYB,236220,Construction,NC,South,30,3182047.46,9505982.81,28,1,1e+06,1000,0.8793,1.35
POL002160,Insured SYNPZMQK,621111,Physician Offices,GA,South,42,1879460.29,6556688.65,8,1,1e+06,5000,1.1984,0.95
POL002161,Insured WWDSIOOL,541330,Engineering Services,AZ,West,5,346782.17,922485.76,7,1,1e+06,5000,0.8372,0.85
POL002162,Insured PXJFCBQC,812112,Beauty Salons,IL,Midwest,34,2908995.54,6765302.73,18,2,2e+06,10000,0.8819,1.1
POL002163,Insured OEDCGGIW,236220,Construction,PA,Northeast,12,607062.65,1578119.87,33,1,2e+06,5000,1.2667,1.35
POL002164,Insured UWCEDLQO,452319,Retail,NC,South,19,1543736.01,2754208.97,15,0,1e+06,2500,0.9055,1.05
POL002165,Insured WGCOSVRH,611110,Schools,GA,South,81,8378822.54,27965057.14,7,0,2e+06,5000,1.1039,0.9
POL002166,Insured PWNDHWQC,621111,Physician Offices,CA,West,7,311995.68,681600.94,12,1,1e+06,1000,0.9188,0.95
POL002167,Insured LHQHGRMT,452319,Retail,NY,Northeast,22,1810608.4,4808782.36,30,2,2e+06,5000,1.7451,1.05
POL002168,Insured HVNCBFCL,812112,Beauty Salons,GA,South,21,2444483.47,6257221.43,3,0,2e+06,2500,1.3923,1.1
POL002169,Insured ANMMOVPF,621111,Physician Offices,GA,South,74,3711112.52,8554052.9,26,1,1e+06,2500,1.0206,0.95
POL002170,Insured WEQVEQCP,722511,Restaurants,TX,South,28,1341627.52,2742832.59,27,1,1e+06,25000,1.0899,1.15
POL002171,Insured BYVFIUXO,812112,Beauty Salons,GA,South,43,4890718.69,14313968.19,27,2,1e+06,5000,0.8814,1.1
POL002172,Insured FGJQQYJZ,812112,Beauty Salons,NY,Northeast,19,1050581.87,2473342.3,11,1,1e+06,10000,1.654,1.1
POL002173,Insured CDTOVIVD,722511,Restaurants,AZ,West,62,4971350.44,9214492.19,12,0,2e+06,10000,1.3394,1.15
POL002174,Insured EWVCBRBA,621111,Physician Offices,GA,South,31,1691920.49,4141127.37,13,1,2e+06,1000,1.07,0.95
POL002175,Insured UTWAVLPF,236220,Construction,AZ,West,52,2276991.86,3881556.05,15,1,1e+06,2500,1.0446,1.35
POL002176,Insured NJHMHYXQ,541330,Engineering Services,CA,West,47,4905503.91,11943957.72,4,3,2e+06,5000,0.7166,0.85
POL002177,Insured ZOXCOFJY,722511,Restaurants,IL,Midwest,18,792885.73,3277345.86,9,1,1e+06,2500,1.9832,1.15
POL002178,Insured XKDZXEHX,812112,Beauty Salons,IL,Midwest,20,2490637.13,8478017.64,9,0,1e+06,2500,0.5577,1.1
POL002179,Insured TLIILLUI,621111,Physician Offices,FL,South,44,3223168.35,8795929.61,7,1,1e+06,10000,2.1679,0.95
POL002180,Insured QROGEBNZ,236220,Construction,WA,West,15,1463170.74,5379892.7,31,1,2e+06,1000,0.9264,1.35
POL002181,Insured DCPOAYZG,621111,Physician Offices,CA,West,20,980102.42,2612509.78,8,0,1e+06,2500,0.7758,0.95
POL002182,Insured QWSUFQMR,611110,Schools,FL,South,8,637538.99,1827024.7,19,1,1e+06,25000,1.3042,0.9
POL002183,Insured HSLLEANP,611110,Schools,TX,South,39,3928628.86,15449183.9,26,0,1e+06,25000,1.28,0.9
POL002184,Insured XLQYRHVK,812112,Beauty Salons,GA,South,26,2828467.22,10364218.75,10,1,2e+06,5000,0.6828,1.1
POL002185,Insured PJZWADZS,812112,Beauty Salons,TX,South,13,943817.51,1711512.54,6,1,5e+06,5000,1.0448,1.1
POL002186,Insured OOBMVQRR,621111,Physician Offices,GA,South,30,1666654.65,3060013.31,2,2,1e+06,2500,0.5662,0.95
POL002187,Insured BIRDDHPQ,722511,Restaurants,WA,West,81,9625036.7,24176099.99,5,0,1e+06,10000,0.876,1.15
POL002188,Insured HSKFXPNA,621111,Physician Offices,GA,South,24,2831837.39,7932175.78,18,3,1e+06,2500,0.9011,0.95
POL002189,Insured DDJRRCEY,452319,Retail,WA,West,27,1046122.23,2035299.64,17,2,5e+06,5000,1.0034,1.05
POL002190,Insured DUZGSGAZ,722511,Restaurants,NY,Northeast,14,1495566.91,2394525.89,7,0,5e+06,2500,0.9032,1.15
POL002191,Insured NXZTOHWD,541330,Engineering Services,NC,South,33,3442144.5,12609211.62,27,1,1e+06,2500,0.8954,0.85
POL002192,Insured FGKPJMKA,236220,Construction,PA,Northeast,5,552837.71,1680084.82,9,1,1e+06,25000,1.0468,1.35
POL002193,Insured IUNKESRN,236220,Construction,AZ,West,20,1389582.86,5026891.78,4,0,2e+06,2500,0.5039,1.35
POL002194,Insured GCADWLVS,611110,Schools,TX,South,61,6730202.26,29295670.59,27,0,1e+06,10000,1.3477,0.9
POL002195,Insured LCINNKKZ,621111,Physician Offices,WA,West,32,2153566.66,5357445.2,2,0,1e+06,5000,1.6921,0.95
POL002196,Insured NDGDVITZ,722511,Restaurants,WA,West,5,577958.45,908226.38,10,0,1e+06,2500,0.7503,1.15
POL002197,Insured GJHGMTCY,621111,Physician Offices,NC,South,20,1640677.35,5407600.69,70,1,1e+06,1000,1.2558,0.95
POL002198,Insured HCMGAARE,452319,Retail,GA,South,23,1101449.48,2346709.3,8,2,1e+06,5000,1.1995,1.05
POL002199,Insured JLYOGRXV,812112,Beauty Salons,AZ,West,47,3123456.57,4713804.71,16,0,1e+06,10000,0.7362,1.1
POL002200,Insured VFLMNSOX,541330,Engineering Services,FL,South,44,4242265.78,14479291.17,10,0,1e+06,1000,0.8136,0.85
POL002201,Insured LKQGXXDX,621111,Physician Offices,PA,Northeast,17,1765509.23,3652568.41,14,1,2e+06,1000,0.9529,0.95
POL002202,Insured XOLSMDIR,722511,Restaurants,FL,South,39,3117225.99,6169735.14,6,0,1e+06,2500,1.5762,1.15
POL002203,Insured GNSYOIWZ,812112,Beauty Salons,TX,South,25,1626287.12,5471229.05,34,0,2e+06,1000,1.0564,1.1
POL002204,Insured KHIFUHEQ,541330,Engineering Services,PA,Northeast,45,3262395.27,5487759.74,11,2,1e+06,2500,0.7372,0.85
POL002205,Insured ROBNAFXB,812112,Beauty Salons,GA,South,38,3389832.42,12697857.28,20,1,1e+06,5000,1.0296,1.1
POL002206,Insured JYIXETZI,452319,Retail,NC,South,15,1225186.27,5228289.45,47,2,5e+06,1000,0.7604,1.05
POL002207,Insured KYKNZOLX,621111,Physician Offices,GA,South,40,2975504.07,6644606.94,21,0,1e+06,1000,0.8739,0.95
POL002208,Insured IWDPHEQV,621111,Physician Offices,NC,South,23,2230682.44,4847182.38,15,0,5e+06,5000,1.0717,0.95
POL002209,Insured MXBHILTP,621111,Physician Offices,PA,Northeast,43,2844821.04,5720772.07,7,2,5e+06,2500,0.7857,0.95
POL002210,Insured ERANHHOF,611110,Schools,PA,Northeast,29,2465360.75,8451098.88,52,1,5e+06,5000,0.9,0.9
POL002211,Insured UTXKCEZI,611110,Schools,AZ,West,32,2594393.81,7856164.24,10,0,5e+06,10000,1.3197,0.9
POL002212,Insured ECERPFRV,236220,Construction,NC,South,49,4002996.26,8390397.15,15,1,2e+06,2500,1.5908,1.35
POL002213,Insured XDKTBTWW,236220,Construction,TX,South,23,1841875.37,3192431.99,18,0,2e+06,1000,0.7366,1.35
POL002214,Insured KWLGMQZU,611110,Schools,NC,South,3,170493.45,741084.52,20,0,1e+06,5000,1.7439,0.9
POL002215,Insured DXOHRNFU,611110,Schools,FL,South,65,6957149.31,20095002.66,22,1,1e+06,25000,0.8049,0.9
POL002216,Insured TREHGLCQ,812112,Beauty Salons,PA,Northeast,93,7678235.64,13209845.67,24,2,5e+06,2500,0.7903,1.1
POL002217,Insured NPKGLNIT,541330,Engineering Services,CA,West,6,531701.98,1754409.46,16,2,2e+06,10000,0.5997,0.85
POL002218,Insured RUGVEWBF,722511,Restaurants,NY,Northeast,13,958319.85,4048071.19,23,0,1e+06,5000,0.9489,1.15
POL002219,Insured DTWHRGTQ,236220,Construction,FL,South,40,2056564.6,9079798.19,6,2,2e+06,5000,0.9822,1.35
POL002220,Insured GMGXNJHO,722511,Restaurants,NY,Northeast,17,1914055.58,5838498.83,12,1,1e+06,2500,1.1276,1.15
POL002221,Insured LAXQNCLF,541330,Engineering Services,FL,South,16,651715.6,1790955.31,7,1,5e+06,1000,0.8721,0.85
POL002222,Insured ODWAKAMJ,452319,Retail,WA,West,68,6279287.83,16014798.8,24,1,1e+06,5000,1.1037,1.05
POL002223,Insured KMXTUCMQ,452319,Retail,PA,Northeast,54,5618133.77,10872420.32,6,1,1e+06,10000,0.7358,1.05
POL002224,Insured TJZBDLYI,812112,Beauty Salons,WA,West,14,1747859.88,3228467.18,13,1,5e+06,10000,0.9597,1.1
POL002225,Insured BKINATTT,812112,Beauty Salons,TX,South,61,4315037.83,9698078.27,12,1,1e+06,2500,0.6889,1.1
POL002226,Insured XDBNFMCV,621111,Physician Offices,IL,Midwest,30,3367577.01,5903948.95,30,1,1e+06,10000,1.0043,0.95
POL002227,Insured NETBGGMK,621111,Physician Offices,NY,Northeast,29,1710198.83,7160528.47,6,1,2e+06,5000,0.9949,0.95
POL002228,Insured JKNQOFVN,541330,Engineering Services,AZ,West,21,1447169.63,2659577.67,9,1,2e+06,10000,0.8574,0.85
POL002229,Insured ABSYAXXU,236220,Construction,WA,West,5,416011.76,1644092.68,8,2,5e+06,10000,1.0242,1.35
POL002230,Insured PWFOHQSF,611110,Schools,NC,South,15,1400450.57,3142609.85,21,1,1e+06,5000,1.068,0.9
POL002231,Insured ESEADYDL,452319,Retail,FL,South,32,2917114.23,9886049.69,14,3,1e+06,5000,1.5323,1.05
POL002232,Insured XUSQERCB,541330,Engineering Services,PA,Northeast,71,8209146.06,15811746.74,32,1,5e+06,2500,0.7196,0.85
POL002233,Insured GTUXOAFL,541330,Engineering Services,NY,Northeast,6,384036.41,1190172.71,7,0,2e+06,2500,0.9054,0.85
POL002234,Insured ZBEBKNFA,611110,Schools,CA,West,53,6087376.22,15998961.99,11,0,5e+06,1000,1.2547,0.9
POL002235,Insured EABNQAXH,236220,Construction,FL,South,35,3059400.99,11460626.65,7,1,1e+06,10000,1.3256,1.35
POL002236,Insured ZJPXSQWL,722511,Restaurants,FL,South,4,175481.33,734977.82,15,1,5e+06,2500,0.7744,1.15
POL002237,Insured TXDNBBRJ,722511,Restaurants,CA,West,19,819861.21,2408413.52,5,3,2e+06,5000,1.0291,1.15
POL002238,Insured ARZAWVIS,452319,Retail,NC,South,67,6663825.49,28499135.3,29,0,1e+06,2500,0.9356,1.05
POL002239,Insured WUKMTVNV,236220,Construction,AZ,West,13,563750.75,917071.46,37,1,1e+06,2500,0.8375,1.35
POL002240,Insured CUKUYGKZ,611110,Schools,FL,South,375,40870337.97,124352345.93,6,0,2e+06,2500,0.8115,0.9
POL002241,Insured WVQOIRWW,236220,Construction,IL,Midwest,32,3245491.87,11171523.07,8,3,1e+06,1000,1.1854,1.35
POL002242,Insured ASTHODFV,722511,Restaurants,FL,South,10,795589.19,1957705.04,16,0,1e+06,10000,0.8981,1.15
POL002243,Insured MZTFTJKM,541330,Engineering Services,PA,Northeast,20,2307388.74,5501912.33,18,1,5e+06,25000,1.1017,0.85
POL002244,Insured AHGQVEOS,236220,Construction,AZ,West,39,4650180.77,16643180.02,61,2,2e+06,2500,0.7516,1.35
POL002245,Insured TEOKQRYR,722511,Restaurants,PA,Northeast,10,679443.79,2940705.98,33,1,5e+06,2500,0.7717,1.15
POL002246,Insured TSYQGWOE,812112,Beauty Salons,NY,Northeast,11,1270871.16,4872386.73,13,0,1e+06,2500,1.609,1.1
POL002247,Insured KKBKTYGB,452319,Retail,FL,South,30,2799490.73,10893955.29,6,0,2e+06,5000,1.1312,1.05
POL002248,Insured RSHLFBEI,621111,Physician Offices,WA,West,33,3940248.9,15821630.84,8,1,5e+06,10000,1.2674,0.95
POL002249,Insured UMPRAQKN,236220,Construction,FL,South,44,3124692.59,9437162.21,9,3,1e+06,5000,0.7297,1.35
POL002250,Insured LUOIWSXY,541330,Engineering Services,NY,Northeast,13,660387.55,1287629.97,11,0,2e+06,2500,1.8491,0.85
POL002251,Insured EWVODODM,812112,Beauty Salons,CA,West,15,863526.05,2720848.35,20,0,2e+06,1000,1.1241,1.1
POL002252,Insured POLRNPNP,722511,Restaurants,AZ,West,49,5217587.13,9707296.22,7,3,1e+06,1000,1.4788,1.15
POL002253,Insured RVWYYYRR,452319,Retail,NY,Northeast,14,1133313.2,2841369.47,17,0,1e+06,1000,0.7824,1.05
POL002254,Insured FAFRXBJH,236220,Construction,PA,Northeast,24,1852330.03,5349234.73,11,1,2e+06,1000,0.9178,1.35
POL002255,Insured OOKPJYDW,541330,Engineering Services,TX,South,15,885304.22,3841112.85,10,1,5e+06,1000,1.4125,0.85
POL002256,Insured DLXPXVPI,722511,Restaurants,GA,South,30,3284641.79,6196946.75,9,2,2e+06,2500,1.2186,1.15
POL002257,Insured FXIDCKSG,812112,Beauty Salons,WA,West,10,562085.46,1032502.81,4,1,5e+06,1000,1.224,1.1
POL002258,Insured PWGNPWAH,722511,Restaurants,NY,Northeast,68,3117947.81,6322940.39,10,1,1e+06,1000,1.0422,1.15
POL002259,Insured KLKHJZGE,812112,Beauty Salons,CA,West,26,1710255.06,2736066.69,31,2,1e+06,5000,1.1674,1.1
POL002260,Insured OMDLTURW,621111,Physician Offices,GA,South,34,2855728.2,4300586.48,12,1,1e+06,25000,1.215,0.95
POL002261,Insured WICEJWKA,722511,Restaurants,NY,Northeast,5,436730.89,727382.47,13,0,2e+06,2500,0.9946,1.15
POL002262,Insured BEIKDTLH,236220,Construction,PA,Northeast,61,7399897.19,30307187.55,9,4,1e+06,5000,1.1766,1.35
POL002263,Insured ITNKHHCG,541330,Engineering Services,FL,South,147,8869957.38,25575141.18,14,0,1e+06,2500,1.2147,0.85
POL002264,Insured SYWXBLWQ,452319,Retail,WA,West,36,3532985.81,8314036.51,13,1,2e+06,2500,0.6724,1.05
POL002265,Insured MWJFUEQN,236220,Construction,CA,West,14,802756.98,1725964.77,24,1,5e+06,10000,1.158,1.35
POL002266,Insured JXGPYSFV,621111,Physician Offices,PA,Northeast,24,2973060.34,7238680.23,6,1,1e+06,2500,1.0061,0.95
POL002267,Insured JAAEUHPL,722511,Restaurants,AZ,West,43,2395677.02,4891539.35,4,0,1e+06,2500,0.9718,1.15
POL002268,Insured XHIGIKLK,541330,Engineering Services,GA,South,8,506059.07,768803.48,4,0,1e+06,5000,0.7322,0.85
POL002269,Insured NIRSPMCJ,722511,Restaurants,CA,West,21,2033612.68,3345045.14,8,1,2e+06,1000,0.9815,1.15
POL002270,Insured KIWLESOX,452319,Retail,NC,South,61,5801683,16392886.7,15,0,1e+06,2500,0.6119,1.05
POL002271,Insured VTRNTXWC,611110,Schools,GA,South,10,988879.97,1842119.79,5,1,2e+06,5000,0.7954,0.9
POL002272,Insured HIXWNBIV,452319,Retail,TX,South,38,1507388.95,6161368,53,0,5e+06,2500,1.0371,1.05
POL002273,Insured NENMQFEF,621111,Physician Offices,GA,South,9,780671.25,2197574.23,12,4,5e+06,10000,0.5041,0.95
POL002274,Insured CJBDDLJU,541330,Engineering Services,WA,West,30,1834360.06,6699710.59,3,1,1e+06,10000,0.9231,0.85
POL002275,Insured FDXEEFAN,722511,Restaurants,IL,Midwest,13,1458089.92,2711871.75,5,0,1e+06,2500,0.9532,1.15
POL002276,Insured TOALHKKC,611110,Schools,AZ,West,49,2294193.88,7981648.7,6,1,2e+06,1000,1.378,0.9
POL002277,Insured TQAWAAUE,621111,Physician Offices,PA,Northeast,27,1875891.29,4468101.18,31,1,2e+06,1000,1.0001,0.95
POL002278,Insured EBJTGUWD,812112,Beauty Salons,AZ,West,14,1668115.92,7248782.72,20,2,2e+06,5000,1.4197,1.1
POL002279,Insured FNDJTCMT,236220,Construction,CA,West,5,238005.91,621155.91,17,1,1e+06,5000,0.651,1.35
POL002280,Insured HCQACGLA,541330,Engineering Services,FL,South,34,2066582.33,7461897.6,13,1,1e+06,10000,1.2667,0.85
POL002281,Insured FIQRCMHC,621111,Physician Offices,NC,South,29,2737914.97,10277436.81,8,0,1e+06,2500,1.1233,0.95
POL002282,Insured TLPFDWKU,452319,Retail,CA,West,12,806609.86,2484062.92,13,2,1e+06,2500,1.0048,1.05
POL002283,Insured JJHWMYYH,541330,Engineering Services,WA,West,12,730273.89,2960450.39,4,0,1e+06,1000,1.509,0.85
POL002284,Insured BOGMDXSU,611110,Schools,TX,South,30,3333886.26,6331163.45,15,1,2e+06,2500,0.9971,0.9
POL002285,Insured MIAMQRXH,621111,Physician Offices,AZ,West,51,4113586.01,6404959.41,9,1,2e+06,1000,1.1803,0.95
POL002286,Insured SGUDBDQZ,621111,Physician Offices,TX,South,18,1467763.14,4557709.68,33,0,1e+06,10000,1.3581,0.95
POL002287,Insured YDHXGFBJ,621111,Physician Offices,GA,South,33,2443026.29,6429067.23,5,0,1e+06,2500,0.8582,0.95
POL002288,Insured CBODEZPM,611110,Schools,NC,South,38,2011943.09,5354290.92,4,2,2e+06,2500,0.5529,0.9
POL002289,Insured PFTEIETU,812112,Beauty Salons,AZ,West,32,2793519.67,5366509.18,6,1,1e+06,10000,1.1898,1.1
POL002290,Insured FLUZHCCW,621111,Physician Offices,WA,West,4,370440.82,1094071.79,17,0,5e+06,25000,0.9527,0.95
POL002291,Insured SHJXXIFR,452319,Retail,NY,Northeast,13,1393270.58,5606910.5,7,1,5e+06,5000,1.1228,1.05
POL002292,Insured QFDPKEEX,812112,Beauty Salons,PA,Northeast,12,1333662.96,3689773.69,36,1,2e+06,10000,0.907,1.1
POL002293,Insured XVQPZKVD,812112,Beauty Salons,WA,West,58,4838974.11,15852805.34,3,0,5e+06,10000,0.5817,1.1
POL002294,Insured FPHWMYEB,236220,Construction,TX,South,5,306161.28,1332505.02,7,0,1e+06,1000,1.2305,1.35
POL002295,Insured GIHNQUIK,621111,Physician Offices,PA,Northeast,23,2291089.22,8522056.21,12,1,1e+06,10000,0.8642,0.95
POL002296,Insured VMZXKAOK,621111,Physician Offices,AZ,West,7,270961.47,990429.73,19,2,5e+06,1000,1.1656,0.95
POL002297,Insured PYWMAWWE,812112,Beauty Salons,TX,South,57,2372944.41,5805895.53,11,1,1e+06,1000,0.7782,1.1
POL002298,Insured HZIJETPD,452319,Retail,CA,West,40,1565289.86,3613100.93,16,1,5e+06,5000,0.8832,1.05
POL002299,Insured DXRKWUJY,236220,Construction,FL,South,49,5091002.62,16367704.3,19,1,1e+06,1000,1.8392,1.35
POL002300,Insured ZNXMKKRE,621111,Physician Offices,GA,South,10,1177747.19,4174966.67,5,1,1e+06,2500,0.8014,0.95
POL002301,Insured XSKLBOBQ,236220,Construction,NY,Northeast,47,5488351.22,17508127.25,16,1,1e+06,5000,0.6693,1.35
POL002302,Insured FTVQYPTZ,452319,Retail,NC,South,3,314533.63,941748.69,9,0,2e+06,25000,1.0698,1.05
POL002303,Insured DYFVRVXX,236220,Construction,IL,Midwest,23,1842354.6,4560585.26,28,0,2e+06,1000,1.1651,1.35
POL002304,Insured YMYKBXUX,722511,Restaurants,PA,Northeast,15,1361007.57,2914748.7,11,2,1e+06,10000,0.8958,1.15
POL002305,Insured NZTDGUIS,621111,Physician Offices,GA,South,14,1623999.94,6926858.16,18,2,1e+06,10000,0.8488,0.95
POL002306,Insured STURYVRV,236220,Construction,NC,South,50,5940088.95,18675283.06,9,2,2e+06,2500,0.9046,1.35
POL002307,Insured YWTAGOLX,812112,Beauty Salons,FL,South,19,2219058.13,4059182.61,26,0,1e+06,5000,1.5266,1.1
POL002308,Insured MZZTDWZM,541330,Engineering Services,WA,West,13,1268473.3,2707988.96,9,1,5e+06,5000,1.8487,0.85
POL002309,Insured WFFEXGUE,611110,Schools,NC,South,25,2149112.63,6633220.03,12,4,2e+06,2500,1.1932,0.9
