policy_id,year,exposure,payroll
POL002098,2021,0.82,1570581.5
POL002098,2022,0.858,1562828.3
POL002098,2023,0.773,1701650.66
POL002098,2024,0.879,1561102.33
POL002099,2018,0.808,2242782.7
POL002099,2019,0.924,2359579.94
POL002100,2020,0.795,486171.21
POL002100,2021,0.834,519459.75
POL002100,2022,0.641,487646.81
POL002100,2023,0.828,515396.49
POL002101,2023,0.949,3414958.95
POL002101,2024,0.873,3004406.3
POL002102,2019,0.97,6073929.38
POL002102,2020,0.669,6149268.82
POL002103,2024,0.97,917849.72
POL002104,2023,0.725,7747132.38
POL002105,2022,0.914,5854838.57
POL002106,2024,0.814,9595619.51
POL002107,2022,0.997,2667514.48
POL002107,2023,0.81,2980397.98
POL002108,2020,0.809,6749749.92
POL002108,2021,0.838,6649666.68
POL002108,2022,0.758,6538748.75
POL002109,2023,0.893,578605.09
POL002109,2024,0.674,587445.64
POL002110,2023,0.918,5326514.52
POL002111,2018,0.625,985258
POL002111,2019,0.92,1005840.17
POL002111,2020,0.791,1055261.19
POL002112,2022,0.824,17240386.95
POL002113,2018,0.683,1072704.16
POL002114,2020,0.886,3187148.1
POL002115,2018,0.784,1116269.2
POL002116,2018,0.861,1088289.41
POL002117,2022,0.692,4022022.06
POL002118,2021,0.765,789304.6
POL002118,2022,0.634,870175.39
POL002118,2023,0.7,818455.55
POL002118,2024,0.808,797789.08
POL002119,2018,0.678,2341782.66
POL002120,2023,0.674,967626.41
POL002121,2019,0.871,8935665.82
POL002121,2020,0.687,8879060.51
POL002122,2023,0.732,3715655.52
POL002122,2024,0.901,3620977.84
POL002123,2021,0.987,3733013.4
POL002123,2022,0.65,3553251.16
POL002124,2021,0.882,920218.25
POL002125,2021,0.817,2473845.43
POL002126,2018,0.673,1402356.28
POL002127,2022,0.956,4341313.52
POL002128,2019,0.998,6447218.79
POL002129,2018,0.991,2092728.96
POL002130,2023,0.761,3548577.88
POL002131,2024,0.755,588018.35
POL002132,2023,0.88,1702202.87
POL002132,2024,0.73,1932582.61
POL002133,2021,0.754,2422846.89
POL002133,2022,0.949,2479415.2
POL002134,2021,0.693,5117531.7
POL002134,2022,0.754,5719422.88
POL002135,2023,0.92,5773603.41
POL002136,2023,0.698,14974237.55
POL002137,2019,0.977,1213956.02
POL002137,2020,0.969,1269290.18
POL002137,2021,0.959,1269454.92
POL002138,2018,0.862,1925350.71
POL002139,2022,0.792,1299558.61
POL002139,2023,0.981,1433325.31
POL002139,2024,0.784,1297182.89
POL002140,2021,0.617,762594.14
POL002140,2022,0.766,746210.83
POL002141,2023,0.678,3208321.85
POL002141,2024,0.68,3248818.03
POL002142,2018,0.852,1855923.46
POL002143,2021,0.768,3459892.81
POL002143,2022,0.691,3314847.32
POL002144,2020,0.721,5694405.38
POL002144,2021,0.944,5282596.28
POL002144,2022,0.763,5090678.55
POL002145,2018,0.754,4185858
POL002145,2019,0.866,4292750.68
POL002145,2020,0.607,4484553.96
POL002146,2023,0.756,6256521.34
POL002146,2024,0.939,6520423.08
POL002147,2021,0.868,3791088.55
POL002147,2022,0.925,3753804.49
POL002148,2020,0.946,3782808.15
POL002149,2020,0.869,1789782.64
POL002149,2021,0.757,1556032.6
POL002150,2023,0.664,2335048.65
POL002150,2024,0.984,2447024.25
POL002151,2020,0.977,7709694.24
POL002151,2021,0.873,7290487.1
POL002152,2024,0.817,1436233.01
POL002153,2019,0.908,3985479.08
POL002154,2022,0.748,4104757.91
POL002154,2023,0.904,4690973.5
POL002155,2023,0.776,2770719.42
POL002155,2024,0.642,2876686.35
POL002156,2021,0.934,1325611.05
POL002156,2022,0.947,1349309.71
POL002156,2023,0.606,1445197.05
POL002157,2024,0.994,1506922.55
POL002158,2024,0.613,2610433.54
POL002159,2020,0.837,3497885.69
POL002159,2021,0.918,3091786.02
POL002159,2022,0.886,3116156.03
POL002160,2018,0.767,1824153.65
POL002161,2020,0.863,341235.28
POL002161,2021,0.824,343966.84
POL002161,2022,0.741,361269.8
POL002162,2024,0.845,3049149.27
POL002163,2022,0.639,582243.83
POL002164,2020,0.639,1599599.33
POL002164,2021,0.629,1486538.96
POL002164,2022,0.822,1644350.78
POL002165,2024,0.985,8589816.29
POL002166,2020,0.633,326902.69
POL002167,2022,0.995,1726681.21
POL002168,2021,0.749,2543446.61
POL002168,2022,0.767,2400939.45
POL002168,2023,0.824,2381420.14
POL002168,2024,0.782,2350956.35
POL002169,2024,0.678,3597726.65
POL002170,2019,0.741,1283449.95
POL002170,2020,0.767,1333044.29
POL002170,2021,0.942,1456692.98
POL002171,2020,0.861,5281535.28
POL002171,2021,0.981,4946939.82
POL002171,2022,0.848,5190068.11
POL002171,2023,0.855,5300575.25
POL002172,2022,0.739,1115600.41
POL002172,2023,0.867,1035576.11
POL002172,2024,0.851,1090442.16
POL002173,2024,0.673,4963265.81
POL002174,2019,0.748,1750061.41
POL002174,2020,0.707,1760941.28
POL002174,2021,0.75,1850073.35
POL002175,2021,0.74,2407624.39
POL002175,2022,0.833,2419434.45
POL002176,2021,0.785,5078896.12
POL002176,2022,0.8,5154452.09
POL002176,2023,0.981,4883258.02
POL002177,2021,0.833,871241.22
POL002178,2023,0.993,2698603.75
POL002178,2024,0.654,2572229.67
POL002179,2018,0.736,3401534.4
POL002179,2019,0.84,3545090.04
POL002180,2023,0.633,1425043.46
POL002180,2024,0.948,1395898.29
POL002181,2023,0.944,970880.14
POL002181,2024,0.853,1056985.3
POL002182,2024,0.949,662383.81
POL002183,2019,0.812,3921189.04
POL002183,2020,0.76,3743313.75
POL002184,2020,0.945,2687853.82
POL002184,2021,0.861,2747263.24
POL002184,2022,0.689,2753352.12
POL002185,2018,0.9,1037427.45
POL002185,2019,0.779,1002867.35
POL002185,2020,0.967,943986.75
POL002185,2021,0.637,934242.75
POL002186,2018,0.914,1588241.43
POL002186,2019,1,1790097.74
POL002187,2024,0.939,9226545.1
POL002188,2018,0.714,3063140.76
POL002189,2018,0.915,1051805.02
POL002189,2019,0.897,1023530.12
POL002189,2020,0.88,1004234.68
POL002189,2021,0.817,1083494.71
POL002190,2021,0.952,1446678.76
POL002191,2022,0.94,3330270.93
POL002192,2024,0.634,558299.64
POL002193,2019,0.803,1516274.34
POL002193,2020,0.701,1394039.08
POL002193,2021,0.923,1498101.28
POL002193,2022,0.607,1338921.19
POL002194,2018,0.824,6550601.89
POL002194,2019,0.983,7381445.96
POL002194,2020,0.97,7189314.58
POL002195,2019,0.901,2312870.5
POL002195,2020,0.952,2323354.83
POL002195,2021,0.917,2057528.14
POL002195,2022,0.741,2253494.51
POL002196,2018,0.753,619031.67
POL002196,2019,0.723,567205.39
POL002197,2020,0.894,1679204.62
POL002198,2022,0.9,1181420.12
POL002198,2023,0.816,1075863.82
POL002199,2020,0.761,2988637.93
POL002200,2018,0.757,4627014.7
POL002200,2019,0.713,4485879.8
POL002201,2024,0.756,1925819.48
POL002202,2023,0.728,3161472.69
POL002202,2024,0.8,3179140.42
POL002203,2020,0.782,1642227.77
POL002203,2021,0.801,1616005.05
POL002204,2021,0.929,3465880.69
POL002204,2022,0.87,3556929.05
POL002204,2023,0.975,3149987.9
POL002205,2022,0.783,3360903.71
POL002205,2023,0.62,3231204.7
POL002205,2024,0.937,3697062.92
POL002206,2019,0.977,1346296.94
POL002206,2020,0.618,1347505.36
POL002207,2023,0.885,3024075.71
POL002207,2024,0.818,2987404.19
POL002208,2018,0.753,2280453.32
POL002208,2019,0.695,2311363.01
POL002208,2020,0.924,2223768.64
POL002209,2021,0.895,2730063.03
POL002209,2022,0.756,3068475.71
POL002209,2023,0.658,2854800.86
POL002210,2018,0.828,2693136
POL002210,2019,0.656,2548444.26
POL002211,2024,0.723,2672573.11
POL002212,2024,0.955,4321692.87
POL002213,2022,0.653,1814615.39
POL002213,2023,0.673,1751828.41
POL002213,2024,0.702,1922668.7
POL002214,2020,0.7,166753.84
POL002215,2018,0.781,7302492.08
POL002215,2019,0.755,6671098.23
POL002215,2020,0.934,7055148.4
POL002216,2020,0.762,8193404.3
POL002217,2023,0.681,577984.94
POL002218,2021,0.824,1018867.06
POL002218,2022,0.978,1017560.39
POL002219,2020,0.836,2180106.98
POL002219,2021,0.7,2189532.27
POL002219,2022,0.967,2049860.07
POL002219,2023,0.786,1961700.16
POL002220,2019,0.634,2073446.11
POL002220,2020,0.923,1879192.69
POL002221,2019,0.679,711052.51
POL002222,2019,0.788,6768631.83
POL002222,2020,0.615,6365444.81
POL002222,2021,0.673,6290057.79
POL002223,2021,0.822,5688714.71
POL002224,2020,0.605,1660973.27
POL002225,2018,0.613,4717582.4
POL002225,2019,0.92,4559476.15
POL002225,2020,0.807,4737661.76
POL002225,2021,0.987,4292492.7
POL002226,2019,0.93,3209156.43
POL002227,2018,0.88,1714999.89
POL002227,2019,0.882,1721872.93
POL002228,2022,0.825,1547945.93
POL002228,2023,0.633,1551778.4
POL002229,2023,0.729,405377.48
POL002229,2024,0.919,420033.27
POL002230,2020,0.677,1458255.95
POL002230,2021,0.931,1536614.8
POL002231,2021,0.808,2820280.89
POL002231,2022,0.985,2880986.9
POL002231,2023,0.932,3069504.21
POL002232,2021,0.698,8855686.49
POL002232,2022,0.853,8849384.12
POL002232,2023,0.683,8828738.18
POL002232,2024,0.687,8593542.15
POL002233,2021,0.704,422048.53
POL002233,2022,0.761,381917.21
POL002234,2022,0.703,6420497.98
POL002234,2023,0.787,6078507.8
POL002235,2024,0.929,3305507.69
POL002236,2020,0.822,171390.25
POL002237,2022,0.722,887875.34
POL002237,2023,0.734,840292.75
POL002238,2020,0.661,7022814.66
POL002239,2021,0.679,573526.38
POL002239,2022,0.8,537807.69
POL002239,2023,0.687,557032.03
POL002240,2024,0.703,39860074.44
POL002241,2022,0.88,3204398.61
POL002241,2023,0.984,3513940.52
POL002242,2018,0.89,819543.21
POL002243,2018,0.662,2530914.96
POL002244,2019,0.98,4504606.11
POL002244,2020,0.692,4684897.17
POL002245,2022,0.995,695750.43
POL002245,2023,0.755,734015.19
POL002245,2024,0.886,719735.81
POL002246,2018,0.608,1354739.91
POL002247,2020,0.782,2677501.6
POL002247,2021,0.688,2848865.93
POL002248,2019,0.854,3815377.96
POL002248,2020,0.906,3745791.1
POL002248,2021,0.84,3985229.56
POL002249,2024,0.663,3104491.34
POL002250,2022,0.987,659369.59
POL002250,2023,0.942,708662.37
POL002251,2022,0.84,876862.61
POL002251,2023,0.818,913620.89
POL002251,2024,0.903,929291.69
POL002252,2024,0.654,5423208.87
POL002253,2021,0.768,1113367.01
POL002253,2022,0.659,1243785.54
POL002254,2018,0.826,2022203.11
POL002254,2019,0.833,1963501.84
POL002254,2020,0.829,1799158.05
POL002254,2021,0.681,1898707.62
POL002255,2018,0.784,888947.15
POL002255,2019,0.699,846353.13
POL002256,2024,0.866,3546872.68
POL002257,2021,0.822,592646.07
POL002257,2022,0.657,616806.34
POL002257,2023,0.703,600043.99
POL002258,2024,0.912,3150713.67
POL002259,2023,0.615,1688080.11
POL002259,2024,0.954,1641169.77
POL002260,2021,0.932,2886128.07
POL002261,2020,0.83,434338.24
POL002262,2023,0.831,7563337.27
POL002262,2024,0.927,7537230.47
POL002263,2021,0.647,9705246.9
POL002264,2021,0.823,3731421.25
POL002264,2022,0.602,3668263.39
POL002265,2021,0.617,810198.44
POL002265,2022,0.931,816283.65
POL002265,2023,0.835,825514.91
POL002266,2019,0.709,2834232.37
POL002266,2020,0.664,3050331.67
POL002266,2021,0.963,3210116.24
POL002266,2022,0.735,3266821.79
POL002267,2019,0.739,2303431.12
POL002267,2020,0.814,2298748.86
POL002268,2018,0.695,510332.12
POL002268,2019,0.792,521900.11
POL002268,2020,0.794,485952.89
POL002269,2018,0.745,1985781.17
POL002269,2019,0.805,2144973.21
POL002269,2020,0.765,1964521.09
POL002270,2022,0.927,5841657.68
POL002270,2023,0.933,6256427.25
POL002271,2023,0.824,1022287.61
POL002271,2024,0.994,1062493.84
POL002272,2020,0.761,1523776.26
POL002273,2024,0.932,826868.88
POL002274,2018,0.936,1904540.5
POL002274,2019,0.745,1749680.01
POL002274,2020,0.95,1785660.87
POL002275,2019,0.631,1403736.89
POL002275,2020,0.981,1430092.28
POL002275,2021,0.662,1521280.02
POL002275,2022,0.799,1589433.83
POL002276,2018,0.928,2403509.03
POL002277,2019,0.869,1921643.7
POL002277,2020,0.674,2019665.09
POL002278,2021,0.818,1794846.47
POL002279,2024,0.65,232451.14
POL002280,2023,0.935,2165798.47
POL002281,2020,0.726,2788606.97
POL002281,2021,0.902,2769141.09
POL002282,2019,0.898,773060.3
POL002283,2022,0.734,746107.58
POL002283,2023,0.645,795277.42
POL002283,2024,0.687,711401.14
POL002284,2023,0.939,3648305.39
POL002284,2024,0.718,3239230.01
POL002285,2021,0.995,3930752.51
POL002285,2022,0.917,4200314.62
POL002286,2020,0.837,1448391.58
POL002287,2020,0.893,2424609.91
POL002288,2022,0.872,1922825.19
POL002288,2023,0.671,2062296.27
POL002289,2023,0.674,2843222.19
POL002289,2024,0.706,3064626.18
POL002290,2024,0.744,361020.72
POL002291,2018,0.71,1511363.33
POL002292,2022,0.775,1362284.26
POL002293,2019,0.794,4631478.9
POL002294,2020,0.75,334013.23
POL002294,2021,0.765,316950.35
POL002294,2022,0.847,326773
POL002294,2023,0.662,328036.31
POL002295,2018,0.963,2282069.86
POL002295,2019,0.79,2383327.22
POL002296,2023,0.682,295712.89
POL002296,2024,0.638,265336.7
POL002297,2024,0.966,2275944.04
POL002298,2018,0.959,1488600.48
POL002298,2019,0.882,1699355.13
POL002299,2022,0.846,5368290.98
POL002300,2022,0.938,1152548.9
POL002300,2023,0.956,1219296.97
POL002300,2024,0.753,1265148.47
POL002301,2023,0.636,5833572.19
POL002302,2021,0.937,323293.5
POL002303,2018,0.857,1891207.49
POL002303,2019,0.728,1917516.26
POL002304,2020,0.817,1405898.35
POL002304,2021,0.637,1332482.36
POL002304,2022,0.814,1496301.8
POL002304,2023,0.662,1416858.88
POL002305,2023,0.938,1634649.93
POL002306,2019,0.799,6001251.66
POL002306,2020,0.886,6187156.16
POL002307,2020,0.731,2291828.88
POL002307,2021,0.701,2147754.11
POL002307,2022,0.605,2253279.79
POL002307,2023,0.636,2157013
POL002308,2021,0.71,1392979.5
POL002308,2022,0.895,1305239.67
POL002309,2023,0.604,2355825.34
POL002310,2024,0.705,21163318.45
POL002311,2023,0.677,1356248.56
POL002312,2023,0.79,6393816.63
POL002313,2021,0.831,1560090.37
POL002313,2022,0.873,1680209.95
POL002314,2020,0.798,4047631.95
POL002314,2021,0.736,4226904.35
POL002315,2022,0.951,3617721.62
POL002315,2023,0.925,3709732.19
POL002316,2021,0.716,3524012.66
POL002316,2022,0.979,3600433.28
POL002317,2018,0.656,589517.36
POL002317,2019,0.856,611754.22
POL002318,2022,0.682,3188643.56
POL002318,2023,0.926,3309536.97
POL002319,2024,0.731,17483278.17
POL002320,2022,0.721,237672.73
POL002321,2023,0.924,2534942.44
POL002322,2023,0.89,2245679.8
POL002323,2022,0.634,13767605.71
POL002324,2018,0.682,1884448.74
POL002325,2024,0.863,6207346.83
POL002326,2023,0.997,2320683.31
POL002326,2024,0.95,2245547.93
POL002327,2022,0.743,6015417.18
POL002327,2023,0.773,6585989.65
POL002327,2024,0.74,6634812.47
POL002328,2019,0.739,3051158.36
POL002328,2020,0.809,3114165.56
POL002328,2021,0.779,3111551.73
POL002329,2019,0.695,2884549.48
POL002329,2020,0.694,2714689.68
POL002329,2021,0.605,2666466.08
POL002329,2022,0.813,2943066.04
POL002330,2023,0.645,5108825.1
POL002330,2024,0.708,4910613.44
POL002331,2022,0.853,9619918.91
POL002332,2024,0.658,2089845.5
POL002333,2024,0.793,2492882.59
POL002334,2020,0.796,2134811.15
POL002334,2021,0.67,2283516.77
POL002335,2020,0.88,6099177.92
POL002336,2020,0.641,409471.63
POL002336,2021,0.737,396969.82
POL002337,2021,0.615,1569175.11
POL002337,2022,0.826,1382612.93
POL002337,2023,0.646,1535087.32
POL002337,2024,0.95,1522618.47
POL002338,2024,0.769,3827519.66
POL002339,2021,0.998,1228682.06
POL002339,2022,0.938,1252773.32
POL002340,2023,0.684,5951942.84
POL002340,2024,0.614,6259974.36
POL002341,2021,0.803,918648.88
POL002341,2022,0.605,913148.81
POL002341,2023,0.801,886735.83
POL002341,2024,0.632,967198.34
POL002342,2024,0.933,2613770.64
POL002343,2020,0.711,2034688.26
POL002343,2021,0.966,2170761.43
POL002344,2019,0.758,1122939.97
POL002344,2020,0.75,1241513.55
POL002344,2021,0.692,1238537.05
POL002345,2023,0.94,197706.84
POL002346,2022,0.856,4653060.5
POL002346,2023,0.745,4334123.76
POL002346,2024,0.742,4460958.86
POL002347,2020,0.821,1995010.56
POL002347,2021,0.842,2080514.47
POL002348,2023,0.854,2094019.49
POL002348,2024,0.717,2041122.94
POL002349,2021,0.739,4822617.6
POL002349,2022,0.646,4682443.4
POL002350,2022,0.846,929275.84
POL002350,2023,0.855,887011.68
POL002350,2024,0.796,885269.11
POL002351,2021,0.925,2585657.16
POL002352,2024,0.642,6283756.3
POL002353,2023,0.775,3217142.65
POL002353,2024,0.758,3110934.18
POL002354,2022,0.792,1003241.13
POL002354,2023,0.711,977748.67
POL002354,2024,0.766,1000693.64
POL002355,2022,0.611,926575.31
POL002356,2022,0.85,5746295.63
POL002357,2018,0.808,5942012.19
POL002358,2024,0.913,1415666.04
POL002359,2019,0.724,6482285.02
POL002360,2021,1,2046279.9
POL002361,2024,0.979,1181560.94
POL002362,2020,0.606,1248475
POL002363,2018,0.827,2631144.89
POL002363,2019,0.802,2361898.92
POL002363,2020,0.918,2362675
POL002363,2021,0.852,2465327.84
POL002364,2019,0.817,403853.56
POL002364,2020,0.608,398140.37
POL002364,2021,0.678,392736.18
POL002365,2020,0.96,3113691.74
POL002365,2021,0.923,3199103.78
POL002366,2018,0.908,436670.12
POL002367,2020,0.805,5311839.48
POL002367,2021,0.721,5217576.14
POL002367,2022,0.736,4872222.98
POL002368,2023,0.807,1392279.86
POL002368,2024,0.812,1326676.49
POL002369,2024,0.703,771012.55
POL002370,2024,0.963,2004828.23
POL002371,2019,0.667,2675492.03
POL002371,2020,0.832,2497657.54
POL002372,2022,0.796,2098669.9
POL002372,2023,0.856,1865900.09
POL002373,2022,0.71,2660349.15
POL002374,2023,0.705,1187073.56
POL002375,2023,0.791,3298084.35
POL002375,2024,0.979,3301822.84
POL002376,2023,0.893,475772.79
POL002376,2024,0.967,511200.99
POL002377,2021,0.768,1021547.35
POL002377,2022,0.61,1080110.97
POL002378,2021,0.671,4337048.32
POL002379,2023,0.614,6360388.47
POL002379,2024,0.609,6781787.61
POL002380,2021,0.745,3949830.01
POL002380,2022,0.931,3846305.73
POL002380,2023,0.957,3505192.56
POL002380,2024,0.769,3486668.92
POL002381,2023,0.865,2299496.53
POL002381,2024,0.818,2232928.98
POL002382,2019,0.841,825631.35
POL002382,2020,0.687,732240.17
POL002382,2021,0.717,721470.65
POL002383,2020,0.955,6564984.38
POL002383,2021,0.895,6682953.78
POL002384,2021,0.983,1639308.23
POL002384,2022,0.667,1663007.05
POL002385,2024,0.619,8588559.5
POL002386,2020,0.725,4643900.48
POL002386,2021,0.779,4762338.62
POL002387,2024,0.942,1201685.34
POL002388,2023,0.635,1359382.22
POL002388,2024,0.96,1425929.26
POL002389,2024,0.913,291430.82
POL002390,2021,0.904,6898195.51
POL002390,2022,0.732,7136534.12
POL002391,2022,0.968,957983.68
POL002391,2023,0.862,1093823.51
POL002391,2024,0.996,1077410.31
POL002392,2019,0.9,1228360.74
POL002392,2020,0.883,1138838.37
POL002392,2021,0.726,1163244.38
POL002393,2023,0.835,9590285.8
POL002393,2024,0.88,9974475.89
POL002394,2023,0.902,404130.08
POL002394,2024,0.808,428887.27
POL002395,2024,0.957,1651015.87
POL002396,2023,0.731,1699931.1
POL002396,2024,0.946,1611262.42
POL002397,2024,0.898,789654.15
POL002398,2020,0.671,2991732.99
POL002399,2022,0.987,3780347.44
POL002399,2023,0.635,3747726.55
POL002400,2022,0.818,965675.86
POL002401,2023,0.782,357097.9
POL002401,2024,0.743,380335.06
POL002402,2021,0.982,1543322.64
POL002402,2022,0.841,1499536.84
POL002403,2020,0.947,3604919.16
POL002404,2021,0.904,2157654.53
POL002405,2023,0.619,4152813.57
POL002406,2023,0.726,2425991.82
POL002406,2024,0.705,2707985.13
POL002407,2020,0.695,6915089.06
POL002408,2018,0.985,1697000.63
POL002409,2024,0.945,1500518.92
POL002410,2019,0.834,1917139.93
POL002410,2020,0.686,1995875.11
POL002411,2023,0.878,9281491.83
POL002411,2024,0.614,9196063.27
POL002412,2019,0.679,2597311.34
POL002412,2020,0.656,2587431.62
POL002412,2021,0.899,2710832.78
POL002412,2022,0.844,2609289.42
POL002413,2022,0.967,11431263.26
POL002413,2023,0.683,10553573.06
POL002414,2024,0.997,1164761.89
POL002415,2021,0.998,3209732.34
POL002415,2022,0.632,3205992.11
POL002416,2018,0.716,1252270.65
POL002416,2019,0.864,1161440.69
POL002416,2020,0.834,1152809.53
POL002416,2021,0.83,1257535.58
POL002417,2024,0.796,677437.43
POL002418,2020,0.936,1471664.38
POL002419,2018,0.936,3345587.83
POL002420,2020,0.72,2781289.39
POL002421,2020,0.717,5810380.02
POL002421,2021,0.686,5357986
POL002422,2023,0.692,1765316.98
POL002423,2024,0.832,8017785.9
POL002424,2018,0.714,1374852.71
POL002424,2019,0.676,1402439.11
POL002424,2020,0.77,1365235.94
POL002424,2021,0.937,1490911.83
POL002425,2019,0.657,2849500.55
POL002425,2020,0.753,2884983.92
POL002425,2021,0.851,2861640.51
POL002425,2022,0.949,3027001.72
POL002426,2023,0.721,4654707.33
POL002426,2024,0.963,4192511.45
POL002427,2020,0.805,1207909.51
POL002428,2019,0.844,2118477.32
POL002428,2020,0.983,2240807.72
POL002429,2018,0.767,12113607.49
POL002430,2024,0.624,1864136.23
POL002431,2024,0.927,6315031.94
POL002432,2022,0.614,1756847.65
POL002432,2023,0.851,1806756.86
POL002432,2024,0.946,1791470.71
POL002433,2018,0.612,1385750.18
POL002434,2019,0.88,2356522.69
POL002434,2020,0.911,2526094.06
POL002434,2021,0.67,2564518.22
POL002435,2021,0.947,2585267.75
POL002436,2023,0.826,4495309.99
POL002436,2024,0.978,4427781.84
POL002437,2023,0.918,1809376.01
POL002438,2018,0.889,4684453.95
POL002438,2019,0.705,4459404.88
POL002438,2020,0.777,4439114.96
POL002439,2020,0.92,327491.9
POL002439,2021,0.978,321366.9
POL002440,2019,0.86,836986.69
POL002440,2020,0.843,801782.15
POL002441,2019,0.99,5452386.11
POL002441,2020,0.718,5159020.41
POL002442,2020,0.792,1351026.01
POL002443,2018,0.678,618030.91
POL002443,2019,0.841,629215.43
POL002443,2020,0.63,647686.93
POL002443,2021,0.899,653435.44
POL002444,2018,0.68,2612094.88
POL002444,2019,0.865,2554462.35
POL002445,2022,0.703,4287760.14
POL002445,2023,0.615,4368007.9
POL002445,2024,0.624,4152963.54
POL002446,2020,0.938,1454055.83
POL002447,2023,0.99,3100497
POL002448,2018,0.95,2103637.48
POL002448,2019,0.979,2129249.17
POL002448,2020,0.773,2191338.24
POL002449,2018,0.675,4434200
POL002450,2021,0.969,4515058.93
POL002450,2022,0.676,4447952.1
POL002451,2023,0.858,1195131.61
POL002452,2023,0.835,3859093.72
POL002452,2024,0.785,4084032.26
POL002453,2022,0.693,2399703.04
POL002453,2023,0.712,2325592.68
POL002453,2024,0.905,2482117.62
POL002454,2023,0.773,4222482.01
POL002455,2021,0.78,2939185.63
POL002455,2022,0.608,3249467.92
POL002456,2018,0.898,1703161.4
POL002456,2019,0.67,1839526.18
POL002456,2020,0.818,1654616.88
POL002457,2019,0.861,1651936.88
POL002457,2020,0.742,1666266.46
POL002457,2021,0.767,1646572.91
POL002458,2021,0.869,6258278.31
POL002459,2019,0.951,1141516.45
POL002459,2020,0.774,1117157.74
POL002459,2021,0.805,1146035.29
POL002460,2019,0.674,1957474.56
POL002460,2020,0.845,1945604.46
POL002461,2020,0.679,3561277.01
POL002461,2021,0.66,3329261.14
POL002461,2022,0.958,3379076.8
POL002462,2019,0.98,1266822.99
POL002462,2020,0.927,1206953.92
POL002462,2021,0.609,1214676.69
POL002462,2022,0.861,1155565.41
POL002463,2022,0.772,1115821.76
POL002464,2023,0.758,1153227.5
POL002464,2024,0.673,1072806.45
POL002465,2020,0.74,1336962.66
POL002465,2021,0.636,1359443.19
POL002466,2021,0.744,2551883.3
POL002466,2022,0.653,2371140.55
POL002466,2023,0.675,2289589.18
POL002467,2020,0.829,2234774.78
POL002468,2023,0.711,1412901.05
POL002468,2024,0.861,1344562.96
POL002469,2021,0.713,984291.18
POL002469,2022,0.766,889920.4
POL002470,2020,0.707,725739.52
POL002470,2021,0.72,753570.76
POL002470,2022,0.635,769176.65
POL002471,2018,0.784,907176
POL002471,2019,0.784,923509.96
POL002471,2020,0.804,897690.36
POL002471,2021,0.811,845422.76
POL002472,2024,0.762,434305.88
POL002473,2024,0.92,782339.49
POL002474,2020,0.824,152578.57
POL002474,2021,0.864,163403.39
POL002474,2022,0.601,155403.38
POL002475,2021,0.913,1787059.07
POL002475,2022,0.876,1617413.98
POL002475,2023,0.74,1643213.71
POL002475,2024,0.986,1765509.43
POL002476,2022,0.673,2110016.85
POL002476,2023,0.676,1932476.43
POL002477,2024,0.933,4446167.85
POL002478,2018,0.874,590940.36
POL002478,2019,0.622,599390.23
POL002478,2020,0.944,574805.2
POL002479,2024,0.748,1090299.16
POL002480,2020,0.967,2388281.78
POL002481,2020,0.813,7368629.69
POL002481,2021,0.967,7526054.28
POL002482,2018,0.649,633194.78
POL002482,2019,0.73,697900.21
POL002482,2020,0.942,666554.75
POL002483,2018,0.71,1627629.37
POL002484,2024,0.67,584715.85
POL002485,2021,0.626,1804776.45
POL002485,2022,0.667,1843566.1
POL002485,2023,0.819,1693375.85
POL002485,2024,0.793,1763171.36
POL002486,2018,0.885,2147538.45
POL002487,2018,0.632,846594.26
POL002488,2018,0.788,2747495.31
POL002488,2019,0.793,2466349.98
POL002488,2020,0.863,2668304.81
POL002489,2024,0.613,861211
POL002490,2018,0.793,1418953.34
POL002490,2019,0.738,1528657.81
POL002490,2020,0.788,1500508.49
POL002491,2018,0.939,385116.79
POL002491,2019,0.809,422451.49
POL002492,2023,0.772,906422.28
POL002492,2024,0.629,905267.84
POL002493,2023,0.657,1546614.89
POL002494,2021,0.674,892783.47
POL002494,2022,0.761,899296.56
POL002495,2021,0.886,5605082.16
POL002496,2019,0.877,901356.83
POL002496,2020,0.63,987661.74
POL002496,2021,0.944,901886.11
POL002497,2022,0.813,403309.69
POL002498,2022,0.775,3175273.34
POL002498,2023,0.899,2954984.3
POL002499,2020,0.788,871712.75
POL002499,2021,0.885,826416.9
POL002500,2018,0.783,1512891.56
POL002500,2019,0.619,1472823.71
POL002501,2024,0.785,9542537.26
POL002502,2021,0.676,1416708.49
POL002502,2022,0.971,1493824.21
POL002503,2020,0.622,3031533.81
POL002503,2021,0.988,2817946.07
POL002503,2022,0.636,3042074.08
POL002503,2023,0.683,2908085.78
POL002504,2019,0.933,5803145.81
POL002504,2020,0.996,5257118.97
POL002505,2019,0.695,2388584.14
POL002505,2020,0.601,2187709.67
POL002505,2021,0.605,2127568.48
POL002506,2021,0.764,639577.39
POL002507,2023,0.758,889261.71
POL002508,2020,0.658,6645715.5
POL002508,2021,0.838,6451838.74
POL002508,2022,0.787,6610041.73
POL002509,2023,0.91,949730.54
POL002510,2021,0.656,5098646.38
POL002510,2022,0.91,5394015.78
POL002511,2020,0.892,686619.9
POL002511,2021,0.777,653372.8
POL002511,2022,0.687,655656.72
POL002512,2020,0.737,2692645.31
POL002512,2021,0.689,2676821.99
